"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tshz2",3.56489998000452e-06,0.495709286330766,0.386,0.265,0.0895823715975336
"Icam1",3.99073794777237e-06,-0.788395487501565,0.234,0.347,0.100283253889572
"Srsf2",4.07997766257545e-06,-0.500079086734907,0.407,0.522,0.102525758682859
"Chchd10",4.14625386626787e-06,0.540363874599127,0.326,0.215,0.104191213405445
"Fyb",4.33152030024056e-06,-0.284043713974671,0.766,0.847,0.108846773624745
"Marcksl1",4.50631566535907e-06,-0.543214379517064,0.357,0.477,0.113239206354808
"Chka",5.32551116207423e-06,-1.22450899424017,0.123,0.216,0.133824769991763
"Ndufb1-ps",5.36821089156062e-06,-0.383571007131772,0.674,0.741,0.134897771494027
"Slamf7",5.49423589430895e-06,-0.555687419098011,0.227,0.355,0.13806465378809
"Chga",5.56077062548629e-06,0.639636526359553,0.308,0.203,0.139736605047845
"B2m",6.05915214217953e-06,-0.260837610883257,0.951,0.953,0.152260434180829
"Rex1bd",6.5111232903395e-06,0.909042764466101,0.291,0.192,0.163618017162941
"Cd52",7.29332857137662e-06,-0.347767800721059,0.78,0.868,0.183274053670123
"Map1lc3a",7.73493181363112e-06,0.577219266180605,0.317,0.211,0.194371101544736
"Rpl18a",8.77400795908627e-06,0.267075756881229,0.998,0.993,0.220482046003879
"Nabp1",8.93207171771381e-06,-1.02139385256848,0.119,0.209,0.22445403019443
"Cd74",9.36077957938463e-06,-0.260523977066849,0.821,0.911,0.235227030050356
"Mybbp1a",9.43815041979174e-06,-0.887081901499099,0.119,0.214,0.237171281898947
"Hist1h4d",9.73074361996071e-06,-1.12455257642842,0.071,0.153,0.244523856425993
"Phlda1",1.04456032995283e-05,-0.657212852164344,0.209,0.312,0.262487565313846
"Rpl35",1.09576561285596e-05,-0.28837626328274,0.932,0.954,0.275354940854573
"Rbbp6",1.15069269854532e-05,-0.445250579434952,0.28,0.399,0.289157568217453
"Nsg1",1.17947531122602e-05,0.640402552959263,0.286,0.189,0.296390350957987
"Mdh1",1.23577648788155e-05,0.37904511966857,0.584,0.465,0.310538273639755
"Gadd45b",1.4211279773535e-05,-0.64965946030512,0.348,0.453,0.357115249429162
"Rab2a",1.44059454063357e-05,0.476443851896618,0.549,0.435,0.362007002115809
"Chchd2",1.58643836384484e-05,0.253629649469976,0.954,0.915,0.39865609645057
"Clec12a",1.65916217124135e-05,-0.443157239060594,0.392,0.523,0.416930862011239
"Rel",1.75737246730832e-05,-0.497900852595193,0.339,0.462,0.441610127309907
"Gdpd3",1.80090380848943e-05,-1.64722594801602,0.049,0.116,0.452549118035308
"Ltc4s",1.80122198459596e-05,0.909715719687033,0.234,0.145,0.452629072509118
"Selenok",1.83166753845445e-05,0.348970814655689,0.767,0.672,0.460279735738218
"Prdx5",2.00982983254462e-05,0.437620700778338,0.692,0.622,0.505050138620137
"Rnasek",2.21489264218689e-05,0.413976906382089,0.712,0.619,0.556580372055145
"Nfkbiz",2.56655716944606e-05,-0.429063672029379,0.656,0.707,0.644950151110099
"Hint1",2.62591054035289e-05,0.328861849189192,0.901,0.834,0.659865059685277
"Atf6",2.65246892498417e-05,-0.688924894590685,0.167,0.264,0.666538916159271
"Hist1h1e",2.79517559028936e-05,1.2768899420191,0.145,0.074,0.702399674083814
"Rps25",2.86988398480988e-05,-0.179561750956561,0.996,0.997,0.721173146542876
"Psap",3.02085691927802e-05,-0.278412068089472,0.963,0.962,0.759111135245374
"Cystm1",3.06949959885839e-05,0.789654404789211,0.236,0.147,0.771334554197125
"Malat1",3.12988717298089e-05,-0.231744808681421,1,1,0.786509347698369
"Gng13",3.24394391754481e-05,-0.0686269188323452,0.465,0.349,0.815170667039835
"Ncf2",3.35777569399049e-05,-0.458358523045427,0.326,0.45,0.84377545414287
"Rpl19",3.65040599979467e-05,0.254768547487833,1,0.997,0.917310523688404
"Lst1",3.80849568267504e-05,-0.383110824358106,0.573,0.681,0.957036880099411
"Naca",3.82851409762074e-05,0.302259559611783,0.932,0.923,0.962067307591115
"Rps27rt",3.93105697214547e-05,-0.590464074663707,0.147,0.243,0.987835306530435
"mt-Nd4l",4.09840618191532e-05,-0.509587724624437,0.799,0.8,1
"Rnf19b",4.1255089769553e-05,-0.82643785156686,0.205,0.299,1
"Tgif1",4.19649053564055e-05,-0.66328082477822,0.247,0.339,1
"Polr2a",4.43275735184724e-05,-0.504444500704106,0.159,0.254,1
"Wsb1",4.843152055683e-05,-0.631140873771549,0.273,0.374,1
"Ndufa8",5.06357799274004e-05,0.780472665590724,0.317,0.226,1
"mt-Nd3",5.59721631887177e-05,-0.320657316220755,0.868,0.889,1
"Psme1",5.64743713184793e-05,-0.333364716796434,0.495,0.618,1
"Tomm7",5.85767158079829e-05,-0.393320367471954,0.621,0.681,1
"Snrpg",5.89872774405929e-05,-0.363707950631046,0.564,0.666,1
"Tmem256",6.12211188969389e-05,-0.463381472984812,0.302,0.415,1
"Sh3bgrl3",6.38281414844736e-05,0.308197475130843,0.885,0.83,1
"Nfe2l2",6.59198838323512e-05,-0.309511075188742,0.579,0.699,1
"Ifitm2",7.01494894884631e-05,0.45219124887439,0.579,0.481,1
"Cebpz",7.27374600090359e-05,-0.607143680589666,0.231,0.332,1
"Sult1d1",7.45581237089304e-05,0.726553397201883,0.192,0.115,1
"Edf1",7.7757782662023e-05,0.594240484696655,0.507,0.432,1
"Spty2d1",7.96436202423214e-05,-0.67677255792819,0.209,0.297,1
"Ier3ip1",8.55304056089331e-05,-0.423973445743511,0.238,0.345,1
"Ndufb10",8.80260242055291e-05,0.47743332617707,0.516,0.431,1
"Plekho1",9.27966621886396e-05,0.632002877222599,0.39,0.305,1
"Jund",9.53797672768026e-05,0.321992458406223,0.967,0.951,1
"Cox17",9.5894288093054e-05,-0.417466599816902,0.3,0.404,1
"Atf4",9.62063358142974e-05,-0.485196843989329,0.337,0.445,1
"Son",9.80796380038919e-05,-0.246340751069648,0.883,0.922,1
"Ttyh3",0.00010259574910065,-0.852589521504033,0.123,0.203,1
"Dusp2",0.000110969301242209,-0.539498340346681,0.158,0.247,1
"Dstn",0.000113954275661566,0.294376494398976,0.745,0.619,1
"Pgls",0.000129701780029644,0.652483071214662,0.35,0.259,1
"Gfy",0.000133004205221921,0.57388787478528,0.267,0.186,1
"Ptbp1",0.000135930890335953,-0.732275291218053,0.143,0.227,1
"Psip1",0.000142804899823143,0.583734310013124,0.26,0.176,1
"Mbd2",0.000148825768697972,0.807958081862548,0.209,0.131,1
"Cdk19",0.000150457426803268,-0.775512225176517,0.066,0.132,1
"Taldo1",0.000150869681163929,0.397027458130046,0.656,0.569,1
"Cd300ld",0.000160797405796581,-0.82159880888232,0.143,0.226,1
"Rpsa",0.000168048582656371,0.246696283350862,0.998,0.991,1
"Mt1",0.000171055233693577,-0.511403122265826,0.914,0.903,1
"Tmsb4x",0.000172337400906839,0.167660265252043,1,0.999,1
"Hmox1",0.000174371357089704,-0.668921240450556,0.211,0.303,1
"Smim15",0.000183871778321356,-0.620925493647986,0.114,0.192,1
"S100a11",0.000183994180017596,0.435560525172357,0.423,0.33,1
"Tmem208",0.000190997970313394,0.902478638670482,0.236,0.159,1
"Bst2",0.000198940468355706,0.367868016028625,0.701,0.641,1
"Rpl11",0.000203277906374967,0.217365479745327,0.998,0.992,1
"P4hb",0.000205636177363862,-0.39538362342105,0.299,0.404,1
"Ndufb11",0.000211102310488373,0.408190489216301,0.592,0.507,1
"Rpl8",0.000212760264278572,0.256877919319218,0.996,0.991,1
"Bin1",0.000235103631343306,0.728308299698878,0.306,0.227,1
"Tent5a",0.000240398170876038,-0.468380000160299,0.326,0.427,1
"Kif5b",0.000241778712144676,0.242677702615125,0.718,0.612,1
"Gls",0.000243859764309384,-0.554804814409787,0.275,0.365,1
"Rpl27",0.000247111653245944,-0.169727961203936,0.984,0.993,1
"Spcs1",0.000258871847044093,0.578310773169575,0.419,0.331,1
"Pcf11",0.00026044391159192,-0.555498401639567,0.244,0.331,1
"Pf4",0.000264777869849308,0.525828973545831,0.509,0.424,1
"Klra2",0.000266661155751982,-0.618105452570402,0.068,0.132,1
"Mpc2",0.000272014217507246,0.637811681809446,0.348,0.269,1
"Neat1",0.000272862618257447,0.423014606466148,0.837,0.788,1
"Cbll1",0.000281312473279588,-0.652142344633939,0.049,0.108,1
"Ctss",0.000290484267001219,-0.232562383986376,0.896,0.918,1
"Ninj1",0.000293839354051956,0.596388715760985,0.33,0.243,1
"Atp5d",0.000305193734015337,0.470644970607251,0.643,0.582,1
"Mrpl52",0.000310108112319142,-0.288846687792838,0.414,0.527,1
"Ino80b",0.00031592683385849,0.857841540645069,0.147,0.084,1
"Gabarap",0.000321586046251829,0.289496883915582,0.91,0.866,1
"Atp6v0b",0.000325961926027727,0.256594699868216,0.804,0.731,1
"Metap2",0.000334789585622901,-0.437063715123588,0.3,0.4,1
"Smim27",0.00033805626596643,-0.701623496423463,0.106,0.18,1
"Rps20",0.000342284446656877,-0.143485982812519,0.996,0.995,1
"Foxp1",0.000361644420413971,-0.446633116994503,0.201,0.289,1
"Zfp445",0.000378505420153049,-0.666618233383154,0.097,0.168,1
"Pkn2",0.000385547568569815,-0.530482758408442,0.187,0.272,1
"Gpr34",0.000400455616890239,0.56016193370389,0.386,0.309,1
"Pou2f2",0.00040338363759091,-0.284000175677248,0.462,0.565,1
"Pkm",0.000403482243447224,0.45724597915335,0.654,0.551,1
"Zzz3",0.000415430761039798,-0.605756034757692,0.11,0.182,1
"Lilr4b",0.000421343336941236,-0.442282010295663,0.253,0.354,1
"Csnk2a2",0.000427787677515662,0.818462485311395,0.168,0.101,1
"Prxl2b",0.000434405494187823,0.634439109188533,0.293,0.216,1
"H2afy",0.000435213396884123,0.287268232181193,0.504,0.407,1
"Abcd2",0.000435250350196244,0.981730763708536,0.134,0.074,1
"Pet100",0.00043725500976117,-0.591963292993549,0.178,0.258,1
"Ckb",0.000438717849523806,0.30988741649747,0.777,0.703,1
"Sec61b",0.00044685568361177,-0.260749431094759,0.516,0.605,1
"Srpr",0.000448183672212292,-0.847423672084918,0.172,0.245,1
"Resf1",0.000453822314959363,-0.5777376752852,0.31,0.396,1
"Cul3",0.000454639080156122,0.80507332133539,0.231,0.159,1
"Iqgap1",0.00047422153356752,-0.29862370994002,0.643,0.723,1
"Cebpa",0.000478561628600628,-0.422037045389864,0.258,0.347,1
"Cadm1",0.000501142727017281,-0.689494645341538,0.211,0.288,1
"S100a6",0.000507794366111004,0.091549816385191,0.372,0.281,1
"Rab7b",0.000509794654115336,-0.430150733628813,0.205,0.291,1
"Elf4",0.000513112653016434,-0.825497621597429,0.055,0.109,1
"Aldoa",0.00052295833546083,0.63411305648213,0.707,0.619,1
"Rpl31",0.000524786570446258,-0.167387926165541,0.932,0.95,1
"Rpl23",0.000528858291963188,-0.140996194836705,1,0.997,1
"Cyba",0.000547592559360564,0.218625054479316,0.855,0.842,1
"Itm2b",0.000548615287814083,0.195017419877739,1,0.997,1
"Zfp800",0.00055978786428866,-0.819696145858271,0.112,0.18,1
"Rpl7",0.000564431976387355,0.202254480679482,0.989,0.989,1
"St13",0.000566509316359116,-0.369127995423517,0.374,0.473,1
"Selenow",0.000569963761952296,0.336502383134842,0.67,0.607,1
"Atp5g2",0.000570900602722978,0.243335226243717,0.832,0.776,1
"Gatm",0.000577978952783813,-0.395505221950455,0.353,0.451,1
"Ik",0.000578511953158986,-0.450190621411508,0.299,0.395,1
"Runx3",0.000629398208582552,-0.592906668519176,0.178,0.257,1
"Sowahc",0.000634828778511187,-0.612688958053695,0.203,0.282,1
"Hmgn3",0.000648206921303267,0.694534346964033,0.159,0.097,1
"Ebf1",0.000664529039129072,0.280440066386843,0.275,0.193,1
"Tra2b",0.000665040904078759,-0.437251540152961,0.342,0.431,1
"Kmt2e",0.00067060368809428,-0.461553702393765,0.33,0.418,1
"Cbx4",0.000673990694605385,-0.574495269089418,0.084,0.149,1
"Irs2",0.000676716251623748,-0.883210721352019,0.126,0.196,1
"Bsg",0.000682508854702298,0.27911554876238,0.711,0.623,1
"Bola2",0.000692852953142307,-0.497170452008304,0.229,0.314,1
"Snrpb2",0.00071738482444632,-0.444760717488026,0.24,0.33,1
"Wdr89",0.000740437749406442,-0.855187922135678,0.11,0.174,1
"Myo6",0.000752527927122372,0.489678621247185,0.222,0.15,1
"Mpeg1",0.000784734648268615,-0.250062661411224,0.667,0.758,1
"Dnajb9",0.000796038206744921,-0.557632753483158,0.189,0.268,1
"Rplp1",0.000820338584764755,-0.1197552455003,1,0.999,1
"Cybb",0.000831547791511134,-0.233624364698254,0.696,0.761,1
"Pabpc1",0.00083730092496442,-0.231040328720484,0.828,0.842,1
"Aim2",0.000839444412899565,-0.54838163217158,0.161,0.238,1
"Rgs2",0.000864201099709867,-0.393908738032519,0.654,0.731,1
"Nsa2",0.000881967255319523,-0.227626883746536,0.656,0.749,1
"AY036118",0.000884670892246078,0.804864842896065,0.689,0.58,1
"Ifi207",0.000892442996054791,-0.323767175883885,0.5,0.603,1
"Brd2",0.000902921073811042,-0.381793517937879,0.368,0.465,1
"Havcr2",0.00091167310915732,-0.701300333089856,0.13,0.199,1
"Smdt1",0.00093244992866196,0.317208050988631,0.639,0.553,1
"Ywhae",0.000946867113898995,0.248589548188681,0.793,0.72,1
"Gla",0.000952076951783101,-0.822402344587781,0.059,0.112,1
"Zc3hav1",0.000959885208181935,-0.565140285583686,0.123,0.192,1
"Ndufa4",0.000969254903988993,0.188213702575341,0.841,0.761,1
"Atp6v0e",0.00099786033394338,0.32349262542766,0.557,0.472,1
"Stk17b",0.00102473209334645,-0.366673013326069,0.3,0.385,1
"Cox5b",0.00107609775710046,0.174126364057232,0.771,0.672,1
"Hk2",0.00109579947906872,-0.365850758814552,0.256,0.345,1
"Rpl9",0.00109807258019674,0.23012877894307,0.995,0.986,1
"Rps3",0.00110014036702853,0.205942181244167,0.993,0.995,1
"Grcc10",0.00110511277772539,0.329784243173486,0.621,0.554,1
"Mbnl1",0.00111551067541128,-0.323021698494724,0.546,0.643,1
"Ctdsp2",0.00112056306848311,-0.547512453468645,0.141,0.214,1
"Tnfrsf1b",0.00112724726950933,-0.576667265705622,0.132,0.204,1
"Blvrb",0.00116521031638851,0.537209760036783,0.484,0.426,1
"Cxcl2",0.00118276890834653,-0.689807104061925,0.249,0.324,1
"Cox7c",0.00119091570510775,-0.233158467421591,0.91,0.904,1
"Tmco1",0.00119848611912624,-0.452446210680654,0.295,0.376,1
"Ppib",0.00121025418498283,0.275616069107433,0.819,0.754,1
"Mknk2",0.0012211056703575,-0.450050531263939,0.125,0.192,1
"Ptpn12",0.00122318676607257,-0.818201784373109,0.071,0.127,1
"Plbd1",0.001224428220294,-0.389291095996103,0.28,0.369,1
"Luzp1",0.00122961085579959,-0.54446938617469,0.137,0.208,1
"Atp5k",0.00123602390558131,-0.291625014283241,0.527,0.591,1
"Ly9",0.00124659735633977,-0.928592140710518,0.082,0.138,1
"Nr4a1",0.00127982514858074,-0.443363766497356,0.416,0.5,1
"Ndufa1",0.001287729920552,-0.376868577573671,0.344,0.427,1
"mt-Co3",0.00129667279501012,0.125384697732983,1,0.999,1
"Cox5a",0.00129918848160735,0.284752156010388,0.74,0.665,1
"Fcgr2b",0.00130723054539409,-0.40983047296754,0.401,0.481,1
"Ap2s1",0.00132624636200627,0.652393627177391,0.339,0.266,1
"Arpp19",0.00133233819299825,-0.40021640860164,0.313,0.399,1
"Lars2",0.00133481062778226,-0.648232709629873,0.416,0.47,1
"Ptafr",0.0013480846148353,-0.249025033998038,0.227,0.312,1
"Acot13",0.00136268095037361,0.925202862470652,0.156,0.1,1
"Ncam1",0.00136842680481904,0.693375767186158,0.174,0.114,1
"Neurl3",0.00136875800865575,-0.42572420863062,0.374,0.455,1
"Obp1b",0.00138157726923389,1.52613549407562,0.209,0.143,1
"Atp5h",0.00139730859216018,0.264862981937101,0.877,0.835,1
"Rps17",0.00140161200828838,-0.142628968276576,0.982,0.981,1
"Ppia",0.00140942717469733,0.208656015827652,1,0.992,1
"Tob1",0.00141939311310476,-0.628785926587521,0.066,0.119,1
"Tax1bp1",0.00141942376534036,0.210491329829202,0.773,0.655,1
"Cfh",0.00143320505844676,0.570188760815743,0.375,0.305,1
"Slc40a1",0.00145334022984463,0.471935410380713,0.196,0.131,1
"Srsf10",0.00146058575348441,-0.527822926387862,0.148,0.22,1
"Cxxc5",0.00149661714113271,0.721982182893809,0.115,0.065,1
"Tm9sf3",0.00154064439894228,0.338596962510162,0.529,0.455,1
"Plek",0.00154097315799805,-0.1987087863342,0.584,0.693,1
"Tsc22d1",0.00160021451634583,0.152290885129307,0.322,0.243,1
"Abl1",0.0016376992015425,-0.756372607082474,0.093,0.151,1
"Sf3b5",0.00165753635111066,0.707734158730572,0.311,0.249,1
"Snhg6",0.00165909889605848,-0.59211410280543,0.093,0.154,1
"Oaz1",0.00166833184236102,0.24593600293206,0.956,0.946,1
"Lat2",0.00168136056400893,-0.417985380451352,0.216,0.303,1
"Ang",0.0016877855762148,0.706519719658747,0.293,0.228,1
"Lfng",0.00168780093834575,-0.879937044174053,0.09,0.146,1
"Eif4a2",0.0016978287842877,-0.405134608073781,0.3,0.381,1
"Vps37b",0.00172000018954322,-1.02841413483226,0.059,0.108,1
"Got2",0.00172283204319975,-0.664807528539855,0.09,0.147,1
"Qk",0.00172615689664417,0.465805054823639,0.48,0.419,1
"Acsl1",0.001732729395305,-0.618229711711161,0.201,0.278,1
"Irf5",0.00173933099295594,-0.484575826357031,0.227,0.304,1
"Baz1a",0.00177288648533274,-0.471361641225141,0.158,0.231,1
"Ssr4",0.00179595118747733,0.348258097250031,0.61,0.569,1
"Lrrcc1",0.00179617648507795,-0.928730740005411,0.06,0.111,1
"Serpine2",0.00179986750181436,0.808017197560725,0.156,0.1,1
"Cd163",0.00186667417264563,1.04709756672894,0.101,0.055,1
"Calm3",0.00187472320460637,0.416505126427339,0.476,0.397,1
"Prkcd",0.00189036257546319,-0.332796779994463,0.288,0.385,1
"Rnaseh2c",0.00189500046125772,0.674320447961308,0.258,0.195,1
"Myo1e",0.00190062151339048,-0.424752842432823,0.115,0.181,1
"Dab2",0.00190094621146489,0.372738134154581,0.551,0.495,1
"Apbb2",0.0019037102969391,-0.824825733315224,0.064,0.115,1
"Ptk2b",0.00191552505812667,-0.419547491863798,0.143,0.209,1
"Park7",0.00191812762572984,0.337047636821888,0.557,0.497,1
"Fads1",0.00195525104219842,-0.484945752361104,0.093,0.154,1
"Ufc1",0.00199426062620518,0.706523930612312,0.28,0.214,1
"Dpm1",0.00208089168740449,0.542345253167963,0.251,0.18,1
"Tmem59",0.00209711642459945,0.228936169932867,0.734,0.655,1
"Ndfip1",0.00211033417714804,0.336458564253291,0.619,0.555,1
"Ide",0.00212143276364627,-0.687850258695184,0.066,0.118,1
"Slc31a2",0.00215448495048463,-0.578025118780464,0.093,0.15,1
"Ttll7",0.00215762064898607,0.605791501728612,0.159,0.104,1
"Eloa",0.00216513011483787,-0.479238982205464,0.181,0.255,1
"Wtip",0.0021763524125601,0.884266601850725,0.123,0.073,1
"Aldh2",0.00218526435268499,0.464380639641663,0.451,0.382,1
"Zswim8",0.00219997857193437,-0.508568157490682,0.066,0.118,1
"Gm26532",0.00223230847543542,0.468709106945285,0.386,0.314,1
"Kif1c",0.00225089797515903,-0.90601917282721,0.055,0.101,1
"Hnrnpa1",0.00225574388396606,-0.210244653948084,0.332,0.426,1
"Pink1",0.00227401861690065,0.74468935711874,0.163,0.107,1
"Spcs2",0.00227508277683663,0.333702585529633,0.597,0.538,1
"Ndufa13",0.0023037466749092,0.232790346311969,0.756,0.678,1
"Lair1",0.00230961192922197,-0.333253641821806,0.403,0.492,1
"Ubc",0.00231983019876813,-0.267273630170294,0.98,0.981,1
"D1Ertd622e",0.00233725184598976,-0.803945591362556,0.068,0.119,1
"Sertad1",0.00233969579265292,-0.499677433734727,0.198,0.27,1
"Ndufb7",0.00234959011751454,0.268351923477941,0.549,0.457,1
"Inpp5d",0.0024085736896513,-0.360493398858725,0.342,0.428,1
"Olfm1",0.00241597159496375,0.506724103881558,0.227,0.164,1
"Knop1",0.00243348831488221,-0.60013807843819,0.139,0.205,1
"Plk3",0.00243610860580218,-0.545836981157567,0.176,0.246,1
"Prdx2",0.00245984332615193,0.450283523464414,0.469,0.396,1
"Cd53",0.00246133035391685,-0.315500084213226,0.408,0.488,1
"Stam2",0.00248988258342714,-0.575457584787528,0.053,0.1,1
"Ep300",0.00255888819796512,-0.292084121083229,0.2,0.276,1
"Selenof",0.00257216369655566,0.426916583228985,0.593,0.549,1
"Gm34455",0.00258729357252407,-0.778968639974768,0.073,0.126,1
"Nop56",0.00261099778262693,-0.554577503955843,0.148,0.215,1
"Rsrp1",0.00267775517466184,-0.227242919057655,0.764,0.781,1
"Txnip",0.00275639460937088,0.551819214381491,0.546,0.507,1
"mt-Atp6",0.00284447788847361,0.095762807319292,1,1,1
"Hif1a",0.00285054500094291,-0.540970199099566,0.19,0.261,1
"B3gat3",0.00285489732481074,0.924820153872994,0.119,0.072,1
"Psmd6",0.00286346910507223,0.561884737367785,0.231,0.166,1
"Nme2",0.00286369390184603,0.299151611156982,0.679,0.631,1
"Tgfbi",0.00289451425781839,-0.368260296055413,0.368,0.455,1
"Crebbp",0.00292496574347982,-0.391475644715983,0.238,0.312,1
"9930111J21Rik2",0.0029272890108539,-0.401153533768559,0.306,0.38,1
"Tsc22d4",0.00292797462134522,-0.287342559926291,0.419,0.515,1
"Calm1",0.00296152298947454,-0.142420419719596,0.971,0.98,1
"Tnpo3",0.00296958825544747,-0.328526190966373,0.176,0.249,1
"Hmgb2",0.00303297827347785,-0.343262445879615,0.648,0.701,1
"Atf3",0.00305347185551575,-0.277337521024208,0.828,0.835,1
"Adcy7",0.00306202290106819,-0.362494550115346,0.121,0.186,1
"Hexb",0.00306769990675807,-0.245549156808237,0.804,0.834,1
"P2ry12",0.00314544905586568,0.491932363347096,0.24,0.173,1
"Gna13",0.00324216133711774,-0.326418493549862,0.2,0.28,1
"Mgst3",0.00326002542360662,0.457815299931329,0.183,0.124,1
"Nasp",0.00327294780696857,-0.366284874712999,0.114,0.176,1
"1110038B12Rik",0.00330555576873349,-0.476170714007374,0.09,0.146,1
"Lsm5",0.00331209939744936,-0.550221594342558,0.125,0.185,1
"BC005537",0.00332144427776351,-0.321367486779654,0.368,0.45,1
"Arpc1b",0.00332255505133043,0.25674565368573,0.722,0.704,1
"Tiparp",0.00333395577988469,-0.38940024346414,0.245,0.319,1
"Dcp2",0.00333870911841395,-0.663049383884372,0.075,0.126,1
"Arl3",0.00335884358548774,0.795771890563954,0.143,0.092,1
"Mtln",0.00336429387373878,-0.50615537850977,0.121,0.182,1
"Srsf7",0.00340161292947801,-0.274687401322758,0.43,0.505,1
"Serp1",0.0034586641131703,-0.293461077274016,0.346,0.424,1
"Pcp4l1",0.00348212037734488,0.856807380685321,0.126,0.08,1
"Dtx4",0.00349082230887617,-0.916007173505824,0.077,0.126,1
"Anapc13",0.00354245138580575,-0.387685833667122,0.269,0.35,1
"2610203C22Rik",0.00354946123128872,0.797953518568778,0.117,0.07,1
"Polr2m",0.00355689180823272,0.817555892187788,0.17,0.115,1
"Lyn",0.00362418121692674,-0.195147369535202,0.526,0.631,1
"Slc29a3",0.00365986626654543,-0.343896212854408,0.293,0.376,1
"Ubb",0.00371649477965089,0.14214953035869,0.996,0.986,1
"Atp5mpl",0.00375281434012145,-0.270343289350031,0.516,0.589,1
"Coro7",0.00375626050190812,-0.73536087998791,0.071,0.12,1
"Camk1d",0.0037834170853431,-0.339460006680828,0.238,0.315,1
"Impact",0.00381371976592122,-0.723988431038744,0.112,0.166,1
"Morf4l1",0.00382565799684984,-0.212123897837018,0.839,0.855,1
"Ost4",0.00383763915262186,-0.299214685950431,0.339,0.423,1
"Slirp",0.00386885817759063,-0.552511903821727,0.172,0.239,1
"Vps4b",0.00388468094556687,-0.320193706809154,0.229,0.308,1
"Asph",0.00401241935336856,-0.301961653097697,0.277,0.353,1
